"fecha_dato","ncodpers","ind_empleado","pais_residencia","sexo","age","fecha_alta","ind_nuevo","antiguedad","indrel","ult_fec_cli_1t","indrel_1mes","tiprel_1mes","indresi","indext","conyuemp","canal_entrada","indfall","tipodom","cod_prov","nomprov","ind_actividad_cliente","renta","segmento","ind_ahor_fin_ult1","ind_aval_fin_ult1","ind_cco_fin_ult1","ind_cder_fin_ult1","ind_cno_fin_ult1","ind_ctju_fin_ult1","ind_ctma_fin_ult1","ind_ctop_fin_ult1","ind_ctpp_fin_ult1","ind_deco_fin_ult1","ind_deme_fin_ult1","ind_dela_fin_ult1","ind_ecue_fin_ult1","ind_fond_fin_ult1","ind_hip_fin_ult1","ind_plan_fin_ult1","ind_pres_fin_ult1","ind_reca_fin_ult1","ind_tjcr_fin_ult1","ind_valo_fin_ult1","ind_viv_fin_ult1","ind_nomina_ult1","ind_nom_pens_ult1","ind_recibo_ult1"
2015-01-28,1049181,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,32,"OURENSE", 1,35044.83,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049182,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,30,"MURCIA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049183,N,ES,V, 25,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,47,"VALLADOLID", 1,77356.20000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049185,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,15,"CORUÑA, A", 1,53944.53,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049186,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1, 9,"BURGOS", 1,121284.9,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049188,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,15,"CORUÑA, A", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049189,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,28,"MADRID", 0,109951.11000000002,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049190,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,24,"LEON", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049191,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,I,S,N,,KHD,N, 1,40,"SEGOVIA", 0,163001.88,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049193,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,15,"CORUÑA, A", 1,108330.06,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049195,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,28,"MADRID", 0,99492.72,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049196,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1,50,"ZARAGOZA", 1,81478.38,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049176,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,32,"OURENSE", 1,126154.92,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049198,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,24,"LEON", 1,41002.56,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049175,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 2,"ALBACETE", 1,93252.9,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049173,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,75320.52,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049152,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,32,"OURENSE", 0,127728.12,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049153,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,271739.91000000003,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049154,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,47,"VALLADOLID", 1,73574.04000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049155,N,ES,H, 28,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,15,"CORUÑA, A", 1,229550.22000000003,03 - UNIVERSITARIO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 1, 1,1
2015-01-28,1049156,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1, 2,"ALBACETE", 1,184350.99,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049158,N,ES,H, 29,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,130464.42,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049160,N,ES,V, 27,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049162,N,ES,V, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1,46,"VALENCIA", 1,52055.22,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049164,N,ES,H, 26,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,34,"PALENCIA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049165,N,ES,V, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1, 8,"BARCELONA", 1,158539.02,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049167,N,ES,V, 26,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,108226.5,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049168,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,15,"CORUÑA, A", 1,165826.77,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049169,N,ES,H, 66,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,47,"VALLADOLID", 1,81088.23,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049171,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049172,N,ES,V, 26,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,15,"CORUÑA, A", 1,108823.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049174,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,28,"MADRID", 1,148775.16,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049151,N,ES,H, 27,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,71736.51,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049199,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,32,"OURENSE", 1,21979.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049202,N,ES,H, 26,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,36,"PONTEVEDRA", 0,81641.16,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049230,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 2,"ALBACETE", 0,40233.0,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049231,N,ES,V, 26,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,28,"MADRID", 1,102152.22,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049232,N,ES,H, 27,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,32,"OURENSE", 0,41120.43,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049233,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049234,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1, 2,"ALBACETE", 1,70428.56999999999,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049235,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1, 9,"BURGOS", 1,82896.99,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049236,N,ES,H, 31,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,45,"TOLEDO", 0,72629.70000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049237,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,I,S,N,,KHD,N, 1,50,"ZARAGOZA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049238,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,I,S,N,,KHD,N, 1,14,"CORDOBA", 0,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049240,N,ES,H, 27,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 2,"ALBACETE", 1,157601.63999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049241,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,99148.8,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049242,N,ES,V, 22,2012-08-09, 0,     35, 1,,1,I,S,N,,KHD,N, 1,22,"HUESCA", 0,85722.0,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049244,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,28,"MADRID", 0,115181.34,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049245,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1,36,"PONTEVEDRA", 1,130579.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049247,N,ES,H, 26,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,28,"MADRID", 1,59453.91,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049229,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,15,"CORUÑA, A", 0,109136.97,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049200,N,ES,V, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1,13,"CIUDAD REAL", 1,107824.35,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049227,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1,37,"SALAMANCA", 1,51567.06,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049225,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,32,"OURENSE", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049203,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1,22,"HUESCA", 0,97702.38,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049206,N,ES,H, 27,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,47,"VALLADOLID", 0,214610.76,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049207,N,ES,H, 27,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,32,"OURENSE", 1,74881.11,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049208,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049209,N,ES,H, 27,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,32,"OURENSE", 0,109261.53,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049210,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 2,"ALBACETE", 1,126346.59,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049211,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,28,"MADRID", 0,165901.86000000002,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049212,N,ES,V, 22,2012-08-09, 0,     35, 1,,1,A,S,N,,KHD,N, 1, 6,"BADAJOZ", 1,70050.63,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049215,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,I,S,N,,KHD,N, 1,14,"CORDOBA", 0,86891.01,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049217,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 2,"ALBACETE", 1,121013.43,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049218,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,28,"MADRID", 0,45698.31,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049219,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049220,N,ES,V, 22,2012-08-09, 0,     35, 1,,1,I,S,N,,KHD,N, 1, 5,"AVILA", 0,73286.06999999999,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049222,N,ES,V, 25,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,28,"MADRID", 0,745357.38,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049224,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,13,"CIUDAD REAL", 0,71959.68000000001,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049226,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1,28,"MADRID", 1,269264.4,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049150,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,47,"VALLADOLID", 1,109749.3,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049149,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,81387.63,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049147,N,ES,H, 22,2012-08-09, 0,     35, 1,,1,I,S,N,,KHD,N, 1,50,"ZARAGOZA", 0,128366.04,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049057,N,ES,H, 50,2012-08-09, 0,     35, 1,,1,A,S,N,,KAT,N, 1,28,"MADRID", 1,61390.23,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049058,N,ES,V, 40,2012-08-09, 0,     35, 1,,1,I,S,N,,KFC,N, 1,28,"MADRID", 1,116678.88,02 - PARTICULARES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049063,N,ES,V, 47,2012-08-09, 0,     35, 1,,1,I,S,S,,KFC,N, 1,43,"TARRAGONA", 0,85362.20999999999,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049064,N,ES,H, 33,2012-08-09, 0,     35, 1,,1,A,S,N,,KAT,N, 1,46,"VALENCIA", 1,283753.44,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049069,N,ES,V, 30,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,23,"JAEN", 1,87830.67,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049072,N,ES,V, 38,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,28,"MADRID", 1,84061.08,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049073,N,ES,H, 42,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,35,"PALMAS, LAS", 1,27744.0,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049077,N,ES,V, 30,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,28,"MADRID", 1,45257.34,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049079,N,ES,H, 25,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,46,"VALENCIA", 1,47617.56,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049080,N,ES,H, 44,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1, 7,"BALEARS, ILLES", 1,,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049082,N,ES,V, 34,2012-08-09, 0,     27, 1,,1,A,S,N,,KAT,N, 1,21,"HUELVA", 0,43108.11,02 - PARTICULARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, 0, 0,0
2015-01-28,1049084,N,ES,V, 36,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,28,"MADRID", 1,70562.25,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049086,N,ES,H, 42,2012-08-09, 0,     35, 1,,1,A,S,N,,KAT,N, 1,17,"GIRONA", 1,108558.03,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0, 0, 0,0
2015-01-28,1049088,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,I,S,N,,KHE,N, 1, 8,"BARCELONA", 0,503171.07,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049089,N,ES,V, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,32,"OURENSE", 1,,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049056,N,ES,H, 24,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,41,"SEVILLA", 1,47890.44,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0, 0, 0,0
2015-01-28,1049090,N,ES,H, 23,2012-08-09, 0,     35, 1,,1,A,S,N,,KHE,N, 1,36,"PONTEVEDRA", 1,99487.88999999998,03 - UNIVERSITARIO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049055,N,ES,V, 34,2012-08-09, 0,     35, 1,,1,I,S,N,,KFC,N, 1,36,"PONTEVEDRA", 1,88935.29999999997,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049052,N,ES,V, 25,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,15,"CORUÑA, A", 1,110124.27,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049014,N,ES,H, 42,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,28,"MADRID", 1,166677.0,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0, 0, 0,0
2015-01-28,1049016,N,ES,V, 41,2012-08-09, 0,     35, 1,,1,A,S,N,,KAT,N, 1,13,"CIUDAD REAL", 1,26118.99,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,1
2015-01-28,1049019,N,ES,V, 38,2012-08-09, 0,     35, 1,,1,A,S,S,,KAT,N, 1,13,"CIUDAD REAL", 1,81628.35,02 - PARTICULARES,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, 1, 1,1
2015-01-28,1049020,N,ES,V, 48,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,33,"ASTURIAS", 1,116845.17,01 - TOP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049023,N,ES,H, 34,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,18,"GRANADA", 1,77915.31,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0, 0,0
2015-01-28,1049024,N,ES,H, 39,2012-08-09, 0,     35, 1,,1,A,S,N,,KFC,N, 1,32,"OURENSE", 1,56184.84,02 - PARTICULARES,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, 0, 0,0
